name,mass,fall,year,reclat,reclong
Yamato 791284,4.03,Found,1979,-71.5,35.66667
Yamato 790090,4.04,Found,1979,-71.5,35.66667
Yamato 793298,4.04,Found,1979,-71.5,35.66667
Yamato 791161,4.05,Found,1979,-71.5,35.66667
Yamato 791762,4.06,Found,1979,-71.5,35.66667
Yamato 792590,4.06,Found,1979,-71.5,35.66667
Yamato 791886,4.09,Found,1979,-71.5,35.66667
Yamato 793265,4.09,Found,1979,-71.5,35.66667
Yamato 790692,4.1,Found,1979,-71.5,35.66667
Yamato 790725,4.1,Found,1979,-71.5,35.66667
Yamato 790860,4.1,Found,1979,-71.5,35.66667
Yamato 791277,4.1,Found,1979,-71.5,35.66667
Yamato 792597,4.11,Found,1979,-71.5,35.66667
Yamato 791093,4.12,Found,1979,-71.5,35.66667
Yamato 790871,4.13,Found,1979,-71.5,35.66667
Yamato 791207,4.14,Found,1979,-71.5,35.66667
Yamato 791269,4.14,Found,1979,-71.5,35.66667
Yamato 791527,4.14,Found,1979,-71.5,35.66667
Yamato 791773,4.14,Found,1979,-71.5,35.66667
Yamato 791891,4.14,Found,1979,-71.5,35.66667
Yamato 790290,4.15,Found,1979,-71.5,35.66667
Yamato 793431,4.15,Found,1979,-71.5,35.66667
Yamato 790037,4.16,Found,1979,-71.5,35.66667
Yamato 790242,4.16,Found,1979,-71.5,35.66667
Yamato 790087,4.17,Found,1979,-71.5,35.66667
Yamato 791033,4.19,Found,1979,-71.5,35.66667
Yamato 793489,4.2,Found,1979,-71.5,35.66667
Yamato 790385,4.21,Found,1979,-71.5,35.66667
Yamato 791092,4.21,Found,1979,-71.5,35.66667
Yamato 790081,4.22,Found,1979,-71.5,35.66667
Yamato 790845,4.22,Found,1979,-71.5,35.66667
Yamato 790854,4.22,Found,1979,-71.5,35.66667
Yamato 791264,4.22,Found,1979,-71.5,35.66667
Yamato 791797,4.22,Found,1979,-71.5,35.66667
Yamato 790637,4.23,Found,1979,-71.5,35.66667
Yamato 790855,4.23,Found,1979,-71.5,35.66667
Yamato 791103,4.23,Found,1979,-71.5,35.66667
Yamato 790412,4.24,Found,1979,-71.5,35.66667
Yamato 792588,4.24,Found,1979,-71.5,35.66667
Yamato 790411,4.25,Found,1979,-71.5,35.66667
Yamato 792712,4.25,Found,1979,-71.5,35.66667
Yamato 790662,4.27,Found,1979,-71.5,35.66667
Yamato 790885,4.27,Found,1979,-71.5,35.66667
Yamato 790652,4.28,Found,1979,-71.5,35.66667
Yamato 790003,4.29,Found,1979,-71.5,35.66667
Yamato 791836,4.29,Found,1979,-71.5,35.66667
Yamato 793264,4.29,Found,1979,-71.5,35.66667
Yamato 793393,4.29,Found,1979,-71.5,35.66667
Yamato 793451,4.29,Found,1979,-71.5,35.66667
Yamato 791812,4.3,Found,1979,-71.5,35.66667
Yamato 792644,4.3,Found,1979,-71.5,35.66667
Yamato 790995,4.32,Found,1979,-71.5,35.66667
Yamato 792758,4.32,Found,1979,-71.5,35.66667
Yamato 790650,4.33,Found,1979,-71.5,35.66667
Yamato 792837,4.33,Found,1979,-71.5,35.66667
Yamato 790647,4.34,Found,1979,-71.5,35.66667
Yamato 791016,4.34,Found,1979,-71.5,35.66667
Yamato 791642,4.35,Found,1979,-71.5,35.66667
Yamato 791328,4.36,Found,1979,-71.5,35.66667
Yamato 791425,4.36,Found,1979,-71.5,35.66667
Yamato 793281,4.37,Found,1979,-71.5,35.66667
Yamato 792733,4.39,Found,1979,-71.5,35.66667
Yamato 793276,4.39,Found,1979,-71.5,35.66667
Yamato 791266,4.4,Found,1979,-71.5,35.66667
Yamato 791576,4.4,Found,1979,-71.5,35.66667
Yamato 790429,4.41,Found,1979,-71.5,35.66667
Yamato 793331,4.41,Found,1979,-71.5,35.66667
Yamato 792964,4.42,Found,1979,-71.5,35.66667
Yamato 790380,4.43,Found,1979,-71.5,35.66667
Yamato 792829,4.43,Found,1979,-71.5,35.66667
Yamato 792879,4.44,Found,1979,-71.5,35.66667
Yamato 790751,4.45,Found,1979,-71.5,35.66667
Yamato 791261,4.46,Found,1979,-71.5,35.66667
Yamato 793177,4.48,Found,1979,-71.5,35.66667
Yamato 791273,4.49,Found,1979,-71.5,35.66667
Yamato 791379,4.49,Found,1979,-71.5,35.66667
Yamato 793406,4.49,Found,1979,-71.5,35.66667
Yamato 790035,4.5,Found,1979,-71.5,35.66667
Yamato 791275,4.5,Found,1979,-71.5,35.66667
Yamato 793356,4.52,Found,1979,-71.5,35.66667
Yamato 790132,4.54,Found,1979,-71.5,35.66667
Yamato 791052,4.55,Found,1979,-71.5,35.66667
Yamato 790861,4.56,Found,1979,-71.5,35.66667
Yamato 790696,4.57,Found,1979,-71.5,35.66667
Yamato 790865,4.57,Found,1979,-71.5,35.66667
Yamato 790289,4.59,Found,1979,-71.5,35.66667
Yamato 790954,4.6,Found,1979,-71.5,35.66667
Yamato 793218,4.6,Found,1979,-71.5,35.66667
Yamato 791285,4.61,Found,1979,-71.5,35.66667
Yamato 791852,4.61,Found,1979,-71.5,35.66667
Yamato 793252,4.61,Found,1979,-71.5,35.66667
Yamato 790853,4.62,Found,1979,-71.5,35.66667
Yamato 791647,4.62,Found,1979,-71.5,35.66667
Yamato 793509,4.62,Found,1979,-71.5,35.66667
Yamato 790953,4.63,Found,1979,-71.5,35.66667
Yamato 790858,4.65,Found,1979,-71.5,35.66667
Yamato 792907,4.65,Found,1979,-71.5,35.66667
Yamato 790851,4.66,Found,1979,-71.5,35.66667
Yamato 790004,4.67,Found,1979,-71.5,35.66667
Yamato 791181,4.67,Found,1979,-71.5,35.66667
Yamato 792593,4.67,Found,1979,-71.5,35.66667
Yamato 792799,4.67,Found,1979,-71.5,35.66667
Yamato 793165,4.67,Found,1979,-71.5,35.66667
Yamato 793380,4.68,Found,1979,-71.5,35.66667
Yamato 790632,4.69,Found,1979,-71.5,35.66667
Yamato 791512,4.69,Found,1979,-71.5,35.66667
Yamato 794076,4.69,Found,1979,-71.5,35.66667
Yamato 790884,4.7,Found,1979,-71.5,35.66667
Yamato 790847,4.71,Found,1979,-71.5,35.66667
Yamato 791355,4.71,Found,1979,-71.5,35.66667
Yamato 790427,4.72,Found,1979,-71.5,35.66667
Yamato 794086,4.72,Found,1979,-71.5,35.66667
Yamato 791015,4.74,Found,1979,-71.5,35.66667
Yamato 791271,4.74,Found,1979,-71.5,35.66667
Yamato 791377,4.74,Found,1979,-71.5,35.66667
Yamato 791445,4.75,Found,1979,-71.5,35.66667
Yamato 792918,4.75,Found,1979,-71.5,35.66667
Yamato 791089,4.77,Found,1979,-71.5,35.66667
Yamato 792831,4.77,Found,1979,-71.5,35.66667
Yamato 790649,4.78,Found,1979,-71.5,35.66667
Yamato 790867,4.79,Found,1979,-71.5,35.66667
Yamato 790346,4.81,Found,1979,-71.5,35.66667
Yamato 791166,4.81,Found,1979,-71.5,35.66667
Yamato 791966,4.81,Found,1979,-71.5,35.66667
Yamato 793223,4.81,Found,1979,-71.5,35.66667
Yamato 791885,4.82,Found,1979,-71.5,35.66667
Yamato 792703,4.82,Found,1979,-71.5,35.66667
Yamato 790857,4.83,Found,1979,-71.5,35.66667
Yamato 793475,4.83,Found,1979,-71.5,35.66667
Yamato 793371,4.84,Found,1979,-71.5,35.66667
Yamato 790494,4.86,Found,1979,-71.5,35.66667
Yamato 792695,4.87,Found,1979,-71.5,35.66667
Yamato 790348,4.88,Found,1979,-71.5,35.66667
Yamato 790430,4.88,Found,1979,-71.5,35.66667
Yamato 792567,4.88,Found,1979,-71.5,35.66667
Yamato 790863,4.89,Found,1979,-71.5,35.66667
Yamato 792575,4.89,Found,1979,-71.5,35.66667
Yamato 790292,4.9,Found,1979,-71.5,35.66667
Yamato 790036,4.91,Found,1979,-71.5,35.66667
Yamato 790892,4.91,Found,1979,-71.5,35.66667
Yamato 793227,4.91,Found,1979,-71.5,35.66667
Yamato 792646,4.92,Found,1979,-71.5,35.66667
Yamato 792701,4.92,Found,1979,-71.5,35.66667
Yamato 792586,4.93,Found,1979,-71.5,35.66667
Yamato 791376,4.94,Found,1979,-71.5,35.66667
Yamato 791628,4.95,Found,1979,-71.5,35.66667
Yamato 791411,4.96,Found,1979,-71.5,35.66667
Yamato 790512,4.97,Found,1979,-71.5,35.66667
Yamato 790651,4.97,Found,1979,-71.5,35.66667
Yamato 790659,4.98,Found,1979,-71.5,35.66667
Yamato 791726,4.98,Found,1979,-71.5,35.66667
Yamato 791887,4.98,Found,1979,-71.5,35.66667
Yamato 790287,5,Found,1979,-71.5,35.66667
Yamato 790660,5.02,Found,1979,-71.5,35.66667
Yamato 790241,5.03,Found,1979,-71.5,35.66667
Yamato 793354,5.03,Found,1979,-71.5,35.66667
Yamato 790848,5.04,Found,1979,-71.5,35.66667
Yamato 793531,5.04,Found,1979,-71.5,35.66667
Yamato 790396,5.06,Found,1979,-71.5,35.66667
Yamato 792922,5.06,Found,1979,-71.5,35.66667
Yamato 790186,5.07,Found,1979,-71.5,35.66667
Yamato 793479,5.08,Found,1979,-71.5,35.66667
Yamato 790390,5.09,Found,1979,-71.5,35.66667
Yamato 790656,5.09,Found,1979,-71.5,35.66667
Yamato 791013,5.09,Found,1979,-71.5,35.66667
Yamato 791469,5.09,Found,1979,-71.5,35.66667
Yamato 791603,5.09,Found,1979,-71.5,35.66667
Yamato 791884,5.09,Found,1979,-71.5,35.66667
Yamato 792583,5.09,Found,1979,-71.5,35.66667
Yamato 790294,5.1,Found,1979,-71.5,35.66667
Yamato 791283,5.11,Found,1979,-71.5,35.66667
Yamato 790633,5.13,Found,1979,-71.5,35.66667
Yamato 791493,5.13,Found,1979,-71.5,35.66667
Yamato 791672,5.13,Found,1979,-71.5,35.66667
Yamato 791816,5.13,Found,1979,-71.5,35.66667
Yamato 792812,5.13,Found,1979,-71.5,35.66667
Yamato 791123,5.14,Found,1979,-71.5,35.66667
Yamato 792571,5.14,Found,1979,-71.5,35.66667
Yamato 792965,5.16,Found,1979,-71.5,35.66667
Yamato 790852,5.17,Found,1979,-71.5,35.66667
Yamato 792704,5.17,Found,1979,-71.5,35.66667
Yamato 793416,5.17,Found,1979,-71.5,35.66667
Yamato 794021,5.17,Found,1979,-71.5,35.66667
Yamato 791883,5.18,Found,1979,-71.5,35.66667
Yamato 791354,5.2,Found,1979,-71.5,35.66667
Yamato 791375,5.2,Found,1979,-71.5,35.66667
Yamato 793301,5.23,Found,1979,-71.5,35.66667
Yamato 790344,5.26,Found,1979,-71.5,35.66667
Yamato 790615,5.26,Found,1979,-71.5,35.66667
Yamato 791327,5.26,Found,1979,-71.5,35.66667
Yamato 793185,5.26,Found,1979,-71.5,35.66667
Yamato 790690,5.27,Found,1979,-71.5,35.66667
Yamato 791263,5.27,Found,1979,-71.5,35.66667
Yamato 790084,5.28,Found,1979,-71.5,35.66667
Yamato 790510,5.28,Found,1979,-71.5,35.66667
Yamato 790507,5.29,Found,1979,-71.5,35.66667
Yamato 790079,5.3,Found,1979,-71.5,35.66667
Yamato 791083,5.3,Found,1979,-71.5,35.66667
Yamato 791372,5.3,Found,1979,-71.5,35.66667
Yamato 791268,5.31,Found,1979,-71.5,35.66667
Yamato 792645,5.32,Found,1979,-71.5,35.66667
Yamato 792934,5.32,Found,1979,-71.5,35.66667
Yamato 790837,5.35,Found,1979,-71.5,35.66667
Yamato 791265,5.37,Found,1979,-71.5,35.66667
Yamato 791496,5.37,Found,1979,-71.5,35.66667
Yamato 791641,5.37,Found,1979,-71.5,35.66667
Yamato 792585,5.38,Found,1979,-71.5,35.66667
Yamato 792815,5.4,Found,1979,-71.5,35.66667
Yamato 791173,5.41,Found,1979,-71.5,35.66667
Yamato 791814,5.44,Found,1979,-71.5,35.66667
Yamato 794056,5.44,Found,1979,-71.5,35.66667
Yamato 792569,5.45,Found,1979,-71.5,35.66667
Yamato 793296,5.47,Found,1979,-71.5,35.66667
Yamato 791021,5.48,Found,1979,-71.5,35.66667
Yamato 791648,5.48,Found,1979,-71.5,35.66667
Yamato 794014,5.48,Found,1979,-71.5,35.66667
Yamato 792800,5.5,Found,1979,-71.5,35.66667
Yamato 790082,5.51,Found,1979,-71.5,35.66667
Yamato 791023,5.51,Found,1979,-71.5,35.66667
Yamato 791489,5.51,Found,1979,-71.5,35.66667
Yamato 792576,5.51,Found,1979,-71.5,35.66667
Yamato 793302,5.51,Found,1979,-71.5,35.66667
Yamato 793452,5.51,Found,1979,-71.5,35.66667
Yamato 790623,5.52,Found,1979,-71.5,35.66667
Yamato 791329,5.52,Found,1979,-71.5,35.66667
Yamato 790631,5.53,Found,1979,-71.5,35.66667
Yamato 793474,5.53,Found,1979,-71.5,35.66667
Yamato 790083,5.54,Found,1979,-71.5,35.66667
Yamato 793381,5.55,Found,1979,-71.5,35.66667
Yamato 790658,5.56,Found,1979,-71.5,35.66667
Yamato 792671,5.56,Found,1979,-71.5,35.66667
Yamato 791160,5.57,Found,1979,-71.5,35.66667
Yamato 793295,5.57,Found,1979,-71.5,35.66667
Yamato 793355,5.58,Found,1979,-71.5,35.66667
Yamato 794071,5.58,Found,1979,-71.5,35.66667
Yamato 790616,5.6,Found,1979,-71.5,35.66667
Yamato 791102,5.6,Found,1979,-71.5,35.66667
Yamato 790850,5.61,Found,1979,-71.5,35.66667
Yamato 792700,5.61,Found,1979,-71.5,35.66667
Yamato 791256,5.62,Found,1979,-71.5,35.66667
Yamato 791262,5.62,Found,1979,-71.5,35.66667
Yamato 793557,5.62,Found,1979,-71.5,35.66667
Yamato 791070,5.63,Found,1979,-71.5,35.66667
Yamato 793538,5.63,Found,1979,-71.5,35.66667
Yamato 793561,5.63,Found,1979,-71.5,35.66667
Yamato 790639,5.66,Found,1979,-71.5,35.66667
Yamato 790640,5.66,Found,1979,-71.5,35.66667
Yamato 790641,5.66,Found,1979,-71.5,35.66667
Yamato 790841,5.67,Found,1979,-71.5,35.66667
Yamato 791688,5.67,Found,1979,-71.5,35.66667
Yamato 793382,5.67,Found,1979,-71.5,35.66667
Yamato 793500,5.67,Found,1979,-71.5,35.66667
Yamato 791172,5.68,Found,1979,-71.5,35.66667
Yamato 793166,5.68,Found,1979,-71.5,35.66667
Yamato 792790,5.71,Found,1979,-71.5,35.66667
Yamato 792875,5.71,Found,1979,-71.5,35.66667
Yamato 792589,5.75,Found,1979,-71.5,35.66667
Yamato 792910,5.77,Found,1979,-71.5,35.66667
Yamato 791541,5.79,Found,1979,-71.5,35.66667
Yamato 791839,5.8,Found,1979,-71.5,35.66667
Yamato 790076,5.81,Found,1979,-71.5,35.66667
Yamato 790481,5.81,Found,1979,-71.5,35.66667
Yamato 790288,5.82,Found,1979,-71.5,35.66667
Yamato 790613,5.83,Found,1979,-71.5,35.66667
Yamato 791247,5.84,Found,1979,-71.5,35.66667
Yamato 791595,5.84,Found,1979,-71.5,35.66667
Yamato 791747,5.84,Found,1979,-71.5,35.66667
Yamato 791244,5.85,Found,1979,-71.5,35.66667
Yamato 791967,5.85,Found,1979,-71.5,35.66667
Yamato 791185,5.86,Found,1979,-71.5,35.66667
Yamato 791620,5.86,Found,1979,-71.5,35.66667
Yamato 792963,5.86,Found,1979,-71.5,35.66667
Yamato 793176,5.86,Found,1979,-71.5,35.66667
Yamato 792962,5.89,Found,1979,-71.5,35.66667
Yamato 790078,5.9,Found,1979,-71.5,35.66667
Yamato 793334,5.9,Found,1979,-71.5,35.66667
Yamato 790629,5.94,Found,1979,-71.5,35.66667
Yamato 792952,5.98,Found,1979,-71.5,35.66667
Yamato 791260,5.99,Found,1979,-71.5,35.66667
Yamato 790125,6.02,Found,1979,-71.5,35.66667
Yamato 793405,6.03,Found,1979,-71.5,35.66667
Yamato 790654,6.05,Found,1979,-71.5,35.66667
Yamato 793473,6.05,Found,1979,-71.5,35.66667
Yamato 793550,6.05,Found,1979,-71.5,35.66667
Yamato 790634,6.06,Found,1979,-71.5,35.66667
Yamato 792917,6.07,Found,1979,-71.5,35.66667
Yamato 793169,6.07,Found,1979,-71.5,35.66667
Yamato 790032,6.08,Found,1979,-71.5,35.66667
Yamato 791779,6.08,Found,1979,-71.5,35.66667
Yamato 792566,6.08,Found,1979,-71.5,35.66667
Yamato 792906,6.08,Found,1979,-71.5,35.66667
Yamato 793349,6.08,Found,1979,-71.5,35.66667
Yamato 792810,6.09,Found,1979,-71.5,35.66667
Yamato 792572,6.1,Found,1979,-71.5,35.66667
Yamato 792574,6.1,Found,1979,-71.5,35.66667
Yamato 790646,6.11,Found,1979,-71.5,35.66667
Yamato 790625,6.12,Found,1979,-71.5,35.66667
Yamato 793488,6.12,Found,1979,-71.5,35.66667
Yamato 790635,6.14,Found,1979,-71.5,35.66667
Yamato 793450,6.14,Found,1979,-71.5,35.66667
Yamato 791351,6.15,Found,1979,-71.5,35.66667
Yamato 790340,6.16,Found,1979,-71.5,35.66667
Yamato 790653,6.16,Found,1979,-71.5,35.66667
Yamato 790839,6.18,Found,1979,-71.5,35.66667
Yamato 793480,6.18,Found,1979,-71.5,35.66667
Yamato 790410,6.19,Found,1979,-71.5,35.66667
Yamato 793404,6.19,Found,1979,-71.5,35.66667
Yamato 792933,6.2,Found,1979,-71.5,35.66667
Yamato 791254,6.22,Found,1979,-71.5,35.66667
Yamato 792702,6.22,Found,1979,-71.5,35.66667
Yamato 793467,6.22,Found,1979,-71.5,35.66667
Yamato 791189,6.23,Found,1979,-71.5,35.66667
Yamato 792578,6.23,Found,1979,-71.5,35.66667
Yamato 792664,6.23,Found,1979,-71.5,35.66667
Yamato 790440,6.24,Found,1979,-71.5,35.66667
Yamato 791203,6.26,Found,1979,-71.5,35.66667
Yamato 790833,6.27,Found,1979,-71.5,35.66667
Yamato 790846,6.27,Found,1979,-71.5,35.66667
Yamato 791904,6.27,Found,1979,-71.5,35.66667
Yamato 792757,6.28,Found,1979,-71.5,35.66667
Yamato 790216,6.29,Found,1979,-71.5,35.66667
Yamato 791259,6.3,Found,1979,-71.5,35.66667
Yamato 791374,6.3,Found,1979,-71.5,35.66667
Yamato 791572,6.31,Found,1979,-71.5,35.66667
Yamato 791796,6.31,Found,1979,-71.5,35.66667
Yamato 791353,6.32,Found,1979,-71.5,35.66667
Yamato 793558,6.34,Found,1979,-71.5,35.66667
Yamato 790821,6.35,Found,1979,-71.5,35.66667
Yamato 790643,6.36,Found,1979,-71.5,35.66667
Yamato 791938,6.36,Found,1979,-71.5,35.66667
Yamato 792748,6.37,Found,1979,-71.5,35.66667
Yamato 794020,6.38,Found,1979,-71.5,35.66667
Yamato 791014,6.4,Found,1979,-71.5,35.66667
Yamato 791911,6.4,Found,1979,-71.5,35.66667
Yamato 790843,6.42,Found,1979,-71.5,35.66667
Yamato 791518,6.42,Found,1979,-71.5,35.66667
Yamato 792861,6.43,Found,1979,-71.5,35.66667
Yamato 791252,6.44,Found,1979,-71.5,35.66667
Yamato 791248,6.45,Found,1979,-71.5,35.66667
Yamato 791526,6.47,Found,1979,-71.5,35.66667
Yamato 790601,6.48,Found,1979,-71.5,35.66667
Yamato 792573,6.49,Found,1979,-71.5,35.66667
Yamato 794057,6.49,Found,1979,-71.5,35.66667
Yamato 793461,6.52,Found,1979,-71.5,35.66667
Yamato 792577,6.53,Found,1979,-71.5,35.66667
Yamato 792675,6.53,Found,1979,-71.5,35.66667
Yamato 791253,6.54,Found,1979,-71.5,35.66667
Yamato 793434,6.54,Found,1979,-71.5,35.66667
Yamato 790085,6.55,Found,1979,-71.5,35.66667
Yamato 791035,6.56,Found,1979,-71.5,35.66667
Yamato 790644,6.57,Found,1979,-71.5,35.66667
Yamato 793446,6.59,Found,1979,-71.5,35.66667
Yamato 790648,6.6,Found,1979,-71.5,35.66667
Yamato 791346,6.6,Found,1979,-71.5,35.66667
Yamato 791251,6.61,Found,1979,-71.5,35.66667
Yamato 792582,6.61,Found,1979,-71.5,35.66667
Yamato 790511,6.62,Found,1979,-71.5,35.66667
Yamato 790661,6.62,Found,1979,-71.5,35.66667
Yamato 790077,6.64,Found,1979,-71.5,35.66667
Yamato 791032,6.64,Found,1979,-71.5,35.66667
Yamato 791882,6.65,Found,1979,-71.5,35.66667
Yamato 790506,6.67,Found,1979,-71.5,35.66667
Yamato 791436,6.68,Found,1979,-71.5,35.66667
Yamato 793540,6.68,Found,1979,-71.5,35.66667
Yamato 791583,6.69,Found,1979,-71.5,35.66667
Yamato 790823,6.7,Found,1979,-71.5,35.66667
Yamato 790859,6.7,Found,1979,-71.5,35.66667
Yamato 791618,6.7,Found,1979,-71.5,35.66667
Yamato 790398,6.71,Found,1979,-71.5,35.66667
Yamato 792951,6.73,Found,1979,-71.5,35.66667
Yamato 791480,6.74,Found,1979,-71.5,35.66667
Yamato 791154,6.76,Found,1979,-71.5,35.66667
Yamato 792580,6.76,Found,1979,-71.5,35.66667
Yamato 791170,6.78,Found,1979,-71.5,35.66667
Yamato 791250,6.78,Found,1979,-71.5,35.66667
Yamato 790123,6.79,Found,1979,-71.5,35.66667
Yamato 792732,6.79,Found,1979,-71.5,35.66667
Yamato 793418,6.79,Found,1979,-71.5,35.66667
Yamato 794018,6.8,Found,1979,-71.5,35.66667
Yamato 790496,6.81,Found,1979,-71.5,35.66667
Yamato 791473,6.81,Found,1979,-71.5,35.66667
Yamato 791881,6.81,Found,1979,-71.5,35.66667
Yamato 791687,6.82,Found,1979,-71.5,35.66667
Yamato 791363,6.83,Found,1979,-71.5,35.66667
Yamato 790438,6.84,Found,1979,-71.5,35.66667
Yamato 793246,6.85,Found,1979,-71.5,35.66667
Yamato 791257,6.86,Found,1979,-71.5,35.66667
Yamato 791847,6.86,Found,1979,-71.5,35.66667
Yamato 790347,6.88,Found,1979,-71.5,35.66667
Yamato 792672,6.9,Found,1979,-71.5,35.66667
Yamato 793417,6.91,Found,1979,-71.5,35.66667
Yamato 790582,6.93,Found,1979,-71.5,35.66667
Yamato 790645,6.93,Found,1979,-71.5,35.66667
Yamato 790657,6.94,Found,1979,-71.5,35.66667
Yamato 791122,6.94,Found,1979,-71.5,35.66667
Yamato 793477,6.95,Found,1979,-71.5,35.66667
Yamato 791470,6.96,Found,1979,-71.5,35.66667
Yamato 790655,6.97,Found,1979,-71.5,35.66667
Yamato 791380,6.97,Found,1979,-71.5,35.66667
Yamato 790080,6.99,Found,1979,-71.5,35.66667
Yamato 790831,6.99,Found,1979,-71.5,35.66667
Yamato 790849,6.99,Found,1979,-71.5,35.66667
Yamato 791326,7,Found,1979,-71.5,35.66667
Yamato 791472,7,Found,1979,-71.5,35.66667
Yamato 791121,7.04,Found,1979,-71.5,35.66667
Yamato 791124,7.04,Found,1979,-71.5,35.66667
Yamato 791497,7.04,Found,1979,-71.5,35.66667
Yamato 792556,7.05,Found,1979,-71.5,35.66667
Yamato 790586,7.06,Found,1979,-71.5,35.66667
Yamato 790597,7.06,Found,1979,-71.5,35.66667
Yamato 791119,7.06,Found,1979,-71.5,35.66667
Yamato 793297,7.06,Found,1979,-71.5,35.66667
Yamato 792924,7.07,Found,1979,-71.5,35.66667
Yamato 793347,7.12,Found,1979,-71.5,35.66667
Yamato 791723,7.13,Found,1979,-71.5,35.66667
Yamato 790840,7.15,Found,1979,-71.5,35.66667
Yamato 790215,7.18,Found,1979,-71.5,35.66667
Yamato 790627,7.18,Found,1979,-71.5,35.66667
Yamato 791772,7.18,Found,1979,-71.5,35.66667
Yamato 793572,7.18,Found,1979,-71.5,35.66667
Yamato 790642,7.19,Found,1979,-71.5,35.66667
Yamato 791841,7.19,Found,1979,-71.5,35.66667
Yamato 790479,7.2,Found,1979,-71.5,35.66667
Yamato 791018,7.2,Found,1979,-71.5,35.66667
Yamato 792093,7.21,Found,1979,-71.5,35.66667
Yamato 792564,7.27,Found,1979,-71.5,35.66667
Yamato 790977,7.28,Found,1979,-71.5,35.66667
Yamato 793526,7.28,Found,1979,-71.5,35.66667
Yamato 791616,7.29,Found,1979,-71.5,35.66667
Yamato 790286,7.32,Found,1979,-71.5,35.66667
Yamato 790842,7.32,Found,1979,-71.5,35.66667
Yamato 790755,7.37,Found,1979,-71.5,35.66667
Yamato 790126,7.38,Found,1979,-71.5,35.66667
Yamato 794077,7.38,Found,1979,-71.5,35.66667
Yamato 790594,7.39,Found,1979,-71.5,35.66667
Yamato 793260,7.4,Found,1979,-71.5,35.66667
Yamato 793352,7.4,Found,1979,-71.5,35.66667
Yamato 791159,7.41,Found,1979,-71.5,35.66667
Yamato 792730,7.41,Found,1979,-71.5,35.66667
Yamato 793326,7.43,Found,1979,-71.5,35.66667
Yamato 790830,7.47,Found,1979,-71.5,35.66667
Yamato 790621,7.48,Found,1979,-71.5,35.66667
Yamato 793564,7.48,Found,1979,-71.5,35.66667
Yamato 791062,7.49,Found,1979,-71.5,35.66667
Yamato 793332,7.49,Found,1979,-71.5,35.66667
Yamato 793478,7.51,Found,1979,-71.5,35.66667
Yamato 790838,7.52,Found,1979,-71.5,35.66667
Yamato 792100,7.53,Found,1979,-71.5,35.66667
Yamato 790620,7.54,Found,1979,-71.5,35.66667
Yamato 790628,7.54,Found,1979,-71.5,35.66667
Yamato 791245,7.54,Found,1979,-71.5,35.66667
Yamato 791843,7.55,Found,1979,-71.5,35.66667
Yamato 792747,7.55,Found,1979,-71.5,35.66667
Yamato 792798,7.57,Found,1979,-71.5,35.66667
Yamato 793231,7.57,Found,1979,-71.5,35.66667
Yamato 793553,7.58,Found,1979,-71.5,35.66667
Yamato 790595,7.59,Found,1979,-71.5,35.66667
Yamato 790189,7.6,Found,1979,-71.5,35.66667
Yamato 790832,7.6,Found,1979,-71.5,35.66667
Yamato 790598,7.61,Found,1979,-71.5,35.66667
Yamato 792581,7.61,Found,1979,-71.5,35.66667
Yamato 793460,7.62,Found,1979,-71.5,35.66667
Yamato 791921,7.63,Found,1979,-71.5,35.66667
Yamato 792570,7.63,Found,1979,-71.5,35.66667
Yamato 792880,7.64,Found,1979,-71.5,35.66667
Yamato 790609,7.66,Found,1979,-71.5,35.66667
Yamato 790630,7.68,Found,1979,-71.5,35.66667
Yamato 790239,7.69,Found,1979,-71.5,35.66667
Yamato 791755,7.7,Found,1979,-71.5,35.66667
Yamato 793353,7.7,Found,1979,-71.5,35.66667
Yamato 790611,7.72,Found,1979,-71.5,35.66667
Yamato 791778,7.74,Found,1979,-71.5,35.66667
Yamato 793171,7.74,Found,1979,-71.5,35.66667
Yamato 791908,7.75,Found,1979,-71.5,35.66667
Yamato 791258,7.77,Found,1979,-71.5,35.66667
Yamato 790780,7.78,Found,1979,-71.5,35.66667
Yamato 791952,7.79,Found,1979,-71.5,35.66667
Yamato 790626,7.8,Found,1979,-71.5,35.66667
Yamato 790436,7.83,Found,1979,-71.5,35.66667
Yamato 793439,7.83,Found,1979,-71.5,35.66667
Yamato 790618,7.85,Found,1979,-71.5,35.66667
Yamato 792872,7.85,Found,1979,-71.5,35.66667
